,list_price_dkk,rooms,home_size_m2,lotsize_m2,expenses_dkk,balcony,floor_as_int,m2_price,zipcode_avg_m2_price,age,Zipcode_1300,Zipcode_1600,Zipcode_1799,Zipcode_1900,Zipcode_2000,Zipcode_2100,Zipcode_2150,Zipcode_2200,Zipcode_2300,Zipcode_2400,Zipcode_2450,Zipcode_2500,Zipcode_2700,Zipcode_2720,Zipcode_2770,Zipcode_2900,Hometype_Andelsbolig,Hometype_Ejerlejlighed,Hometype_Fritidshus,Hometype_Rækkehus,Hometype_Villa,Hometype_Villalejlighed
443,6250000.0,4.0,133,790.0,6264.0,2,0,46992.48120300752,39128.17924945522,53.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
444,6850000.0,4.0,135,0.0,4578.0,2,1,50740.74074074074,47942.5126108359,113.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
445,7995000.0,4.0,115,88.26966560943553,7216.0,2,0,69521.73913043478,42838.45450132696,82.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
446,8250000.0,5.0,164,421.0,5194.0,0,0,50304.87804878049,45168.993289991435,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
447,8750000.0,7.0,154,72.0,9851.0,2,0,56818.181818181816,62545.234090390804,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
448,8995000.0,6.0,168,0.0,5513.0,0,2,53541.666666666664,60028.25967869269,191.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
449,13000000.0,10.0,202,528.0,7868.0,0,0,64356.43564356436,60028.25967869269,323.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,1595000.0,2.0,37,0.0,1771.0,2,2,43108.10810810811,38489.02712049435,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
451,2295000.0,2.0,68,60.0,178.0,0,2,33750.0,45168.993289991435,89.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
452,3795000.0,4.0,82,0.0,3611.0,2,2,46280.48780487805,45168.993289991435,121.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
453,3848000.0,3.0,93,0.0,2966.0,2,4,41376.344086021505,42838.45450132696,89.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
454,3850000.0,4.0,109,0.0,3043.0,2,5,35321.10091743119,39128.17924945522,88.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
455,4250000.0,2.0,53,0.0,2357.0,0,5,80188.67924528301,60028.25967869269,131.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
456,2095000.0,2.0,43,0.0,2974.0,0,1,48720.93023255814,48328.87028909143,47.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
457,2138000.0,2.0,58,0.0,3110.0,2,1,36862.06896551724,42838.45450132696,81.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
458,2145000.0,1.0,39,504.0,1458.0,2,1,55000.0,48328.87028909143,87.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
459,3395000.0,3.0,87,0.0,3122.0,2,1,39022.988505747126,42838.45450132696,12.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
460,4995000.0,3.0,104,0.0,4072.0,2,4,48028.846153846156,45168.993289991435,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
461,12495000.0,3.0,132,0.0,7199.0,0,2,94659.09090909091,47942.5126108359,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462,18750000.0,3.0,197,0.0,10655.0,0,1,95177.66497461929,62545.234090390804,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
463,1495000.0,2.0,43,0.0,2707.0,0,2,34767.441860465115,45168.993289991435,83.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
464,1695000.0,2.0,53,0.0,2598.0,0,1,31981.132075471698,42838.45450132696,61.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
465,1827078.0,3.0,93,0.0,10086.0,0,0,19646.0,60028.25967869269,139.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466,1895000.0,2.0,57,0.0,2495.0,0,1,33245.61403508772,39128.17924945522,87.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
467,2495000.0,0.0,40,241.0,2914.0,2,0,62375.0,39128.17924945522,82.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
468,2700000.0,2.0,69,0.0,4596.0,0,1,39130.434782608696,44625.091653309384,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
469,2750000.0,3.0,72,0.0,3246.0,0,0,38194.444444444445,45168.993289991435,83.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
470,2795000.0,3.0,82,0.0,2668.0,0,1,34085.365853658535,38489.02712049435,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
471,2850000.0,2.0,52,0.0,2336.0,0,2,54807.692307692305,53870.70703361049,120.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
472,3195000.0,2.0,58,0.0,1881.0,0,2,55086.206896551725,54134.22722099438,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
473,3195918.0,3.0,88,0.0,4690.0,2,0,36317.25,53870.70703361049,134.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
474,3295000.0,3.0,72,0.0,2552.0,0,0,45763.88888888889,48328.87028909143,115.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
475,3495000.0,3.0,91,0.0,4083.0,0,0,38406.593406593405,53870.70703361049,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
476,3750000.0,3.0,86,0.0,3759.0,2,5,43604.651162790695,45168.993289991435,14.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
477,3895000.0,2.0,70,0.0,3696.0,2,5,55642.857142857145,48328.87028909143,149.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
478,4300000.0,5.0,110,493.0,3672.0,0,3,39090.90909090909,48328.87028909143,87.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
479,4750000.0,2.0,79,0.0,3130.0,0,5,60126.582278481015,53870.70703361049,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
480,4895000.0,4.0,120,874.0,4879.0,0,0,40791.666666666664,39128.17924945522,87.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
482,5298000.0,3.0,104,0.0,3722.0,2,2,50942.307692307695,54134.22722099438,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
483,5795000.0,3.0,117,0.0,3894.0,2,3,49529.91452991453,47942.5126108359,51.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
484,5995000.0,4.0,111,0.0,3954.0,2,9,54009.00900900901,45168.993289991435,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
485,5995000.0,3.0,105,669.0,3831.0,0,0,57095.23809523809,53870.70703361049,146.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
486,6000000.0,3.0,89,0.0,4889.0,2,2,67415.73033707865,60028.25967869269,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
487,6250000.0,4.0,113,0.0,3650.0,0,3,55309.734513274336,53870.70703361049,114.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
488,6250000.0,3.0,89,0.0,3827.0,2,0,70224.7191011236,53870.70703361049,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
489,6790000.0,6.0,130,510.0,5604.0,2,0,52230.769230769234,38489.02712049435,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
492,7295000.0,4.0,156,0.0,3707.0,2,1,46762.820512820515,45168.993289991435,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
493,7795000.0,6.0,162,796.0,6042.0,2,0,48117.28395061728,42838.45450132696,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
494,14495000.0,5.0,174,0.0,8970.0,0,2,83304.59770114943,60028.25967869269,243.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
495,19500000.0,7.0,267,0.0,13596.0,2,3,73033.70786516854,60028.25967869269,122.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
496,1250000.0,1.0,34,0.0,1706.0,0,0,36764.705882352944,45168.993289991435,53.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
497,1475000.0,2.0,44,0.0,1631.0,2,2,33522.72727272727,45168.993289991435,52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
498,1698000.0,2.0,43,0.0,1425.0,2,3,39488.37209302326,42838.45450132696,86.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
499,1850000.0,2.0,59,0.0,2812.0,0,1,31355.93220338983,45168.993289991435,86.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
500,1895000.0,3.0,71,0.0,2792.0,0,2,26690.140845070422,39128.17924945522,69.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
501,2095000.0,2.0,51,0.0,2704.0,2,1,41078.43137254902,45168.993289991435,86.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
502,2198000.0,3.0,65,0.0,3118.0,0,0,33815.38461538462,37590.82269588504,88.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
503,2300000.0,2.0,47,0.0,1899.0,0,3,48936.17021276596,45168.993289991435,135.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
504,2350000.0,2.0,53,324.0,1593.0,0,0,44339.622641509435,48328.87028909143,119.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
505,2350000.0,2.0,52,0.0,1682.0,2,1,45192.307692307695,45168.993289991435,85.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
506,2395000.0,2.0,60,0.0,3117.0,2,4,39916.666666666664,42838.45450132696,89.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
507,2750000.0,2.0,58,0.0,2400.0,0,1,47413.793103448275,53870.70703361049,115.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
508,2795000.0,3.0,69,0.0,2601.0,2,1,40507.24637681159,45168.993289991435,86.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
509,2995000.0,2.0,49,0.0,1603.0,2,1,61122.448979591834,53870.70703361049,134.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510,3145000.0,2.0,69,0.0,3488.0,0,3,45579.710144927536,53870.70703361049,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
511,3295000.0,3.0,71,0.0,3302.0,2,1,46408.45070422535,44625.091653309384,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
512,3395000.0,2.0,70,0.0,2641.0,0,3,48500.0,53870.70703361049,115.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
513,3395000.0,3.0,118,0.0,2767.0,0,3,28771.186440677968,60028.25967869269,139.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
514,3495000.0,4.0,87,952.0,3734.0,0,0,40172.41379310345,48328.87028909143,72.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
515,3650000.0,3.0,85,0.0,3721.0,0,2,42941.17647058824,53870.70703361049,115.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
516,4000000.0,3.0,58,377.0,4431.0,2,0,68965.5172413793,45168.993289991435,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
517,4195000.0,4.0,88,0.0,4493.0,0,5,47670.454545454544,60028.25967869269,139.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
518,4395000.0,4.0,127,0.0,3881.0,0,5,34606.299212598424,37590.82269588504,121.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
519,4445000.0,3.0,89,0.0,3357.0,2,0,49943.8202247191,53870.70703361049,91.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
520,4500000.0,5.0,127,0.0,5073.0,0,1,35433.07086614173,45168.993289991435,11.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
521,4695000.0,2.0,84,0.0,3592.0,0,1,55892.857142857145,47942.5126108359,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
522,4995000.0,2.0,84,0.0,5818.0,2,3,59464.28571428572,53870.70703361049,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
523,5395000.0,4.0,127,0.0,4034.0,2,2,42480.31496062992,54134.22722099438,14.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
524,5995000.0,3.0,116,0.0,4409.0,0,3,51681.03448275862,60028.25967869269,225.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
525,6695000.0,6.0,150,0.0,4021.0,2,5,44633.333333333336,53870.70703361049,115.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
526,7195000.0,5.0,121,0.0,4799.0,2,5,59462.80991735537,45168.993289991435,14.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
527,7195000.0,5.0,134,329.0,4795.0,2,0,53694.02985074627,45168.993289991435,80.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
528,7195000.0,4.0,148,78.0,3942.0,2,0,48614.86486486487,60028.25967869269,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
529,7495000.0,4.0,129,0.0,5147.0,0,0,58100.77519379845,45168.993289991435,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
530,7495000.0,4.0,132,0.0,5435.0,2,2,56780.30303030303,53870.70703361049,90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
531,7495000.0,3.0,93,0.0,4529.0,2,6,80591.39784946236,47942.5126108359,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
532,7750000.0,5.0,145,659.0,6752.0,2,0,53448.275862068964,38489.02712049435,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
533,1798000.0,2.0,47,0.0,1956.0,2,1,38255.31914893617,37590.82269588504,89.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
534,1932999.0,3.0,82,0.0,4829.0,2,0,23573.158536585364,37590.82269588504,70.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
535,2848941.0,4.0,117,0.0,6674.0,0,0,24349.923076923078,37590.82269588504,70.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
536,2995000.0,3.0,60,0.0,2404.0,2,0,49916.666666666664,45168.993289991435,119.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
537,3100000.0,3.0,70,0.0,3075.0,0,2,44285.71428571428,44625.091653309384,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
538,3200000.0,2.0,65,0.0,2915.0,0,0,49230.769230769234,60028.25967869269,83.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
539,3498000.0,4.0,82,0.0,3739.0,0,2,42658.53658536585,42838.45450132696,81.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
542,4395000.0,4.0,112,0.0,4322.0,2,2,39241.07142857143,54134.22722099438,15.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
543,5295000.0,2.0,84,0.0,3203.0,2,5,63035.71428571428,62545.234090390804,62.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
544,5495000.0,4.0,97,0.0,3578.0,0,2,56649.48453608248,53870.70703361049,108.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
545,5498000.0,3.0,115,0.0,4418.0,2,2,47808.69565217391,45168.993289991435,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
546,5650000.0,4.0,130,0.0,3931.0,0,1,43461.53846153846,60028.25967869269,174.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
547,5695000.0,4.0,89,0.0,3069.0,2,3,63988.76404494382,58315.23613023178,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
548,5850000.0,4.0,96,0.0,3966.0,2,4,60937.5,45168.993289991435,108.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
549,6350000.0,3.0,79,0.0,4056.0,2,2,80379.74683544303,60028.25967869269,104.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
550,7595000.0,4.0,163,0.0,6807.0,2,1,46595.092024539874,58315.23613023178,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
551,10000000.0,4.0,151,0.0,8113.0,2,2,66225.16556291391,60028.25967869269,230.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
552,10000000.0,3.0,92,0.0,6736.0,2,3,108695.65217391304,60028.25967869269,230.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
553,10495000.0,5.0,151,131.0,9355.0,2,0,69503.31125827815,62545.234090390804,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
554,12495000.0,4.0,138,73.0,5819.0,0,0,90543.47826086957,53870.70703361049,145.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
555,12500000.0,8.0,162,591.0,6440.0,2,0,77160.49382716049,42838.45450132696,108.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
556,1650000.0,2.0,52,0.0,2149.0,0,1,31730.76923076923,38489.02712049435,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
557,1828628.0,2.0,55,0.0,3694.0,0,0,33247.781818181815,47942.5126108359,129.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
558,1975000.0,3.0,59,0.0,2964.0,0,0,33474.57627118644,42838.45450132696,76.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
559,1995000.0,2.0,57,807.0,2937.0,2,1,35000.0,38489.02712049435,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
560,2100000.0,2.0,61,0.0,2715.0,2,3,34426.229508196724,38489.02712049435,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
561,2395000.0,2.0,51,0.0,2426.0,2,3,46960.78431372549,37590.82269588504,85.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
562,2498000.0,2.0,56,357.0,2795.0,0,0,44607.142857142855,48328.87028909143,120.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
563,3246850.0,5.0,114,0.0,6078.0,2,0,28481.140350877195,53870.70703361049,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
564,3250000.0,3.0,64,0.0,2890.0,0,1,50781.25,48328.87028909143,131.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
565,3350000.0,3.0,59,365.0,3634.0,2,3,56779.661016949154,48328.87028909143,125.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
566,4375000.0,3.0,96,881.0,5489.0,2,0,45572.916666666664,42838.45450132696,55.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
567,4495000.0,4.0,104,0.0,3129.0,0,3,43221.153846153844,48328.87028909143,118.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
568,4495000.0,4.0,115,0.0,3526.0,2,5,39086.95652173913,37590.82269588504,121.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
569,4695000.0,3.0,84,0.0,2772.0,2,4,55892.857142857145,47942.5126108359,115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
570,4750000.0,4.0,80,0.0,3374.0,2,4,59375.0,53870.70703361049,112.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
571,4995000.0,3.0,113,0.0,4351.0,2,0,44203.53982300885,45168.993289991435,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
572,4995000.0,4.0,101,0.0,3500.0,0,0,49455.44554455446,60028.25967869269,147.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
573,5495000.0,5.0,128,0.0,5808.0,2,1,42929.6875,42838.45450132696,96.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
574,5595000.0,4.0,127,0.0,6093.0,2,6,44055.11811023622,53870.70703361049,14.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
575,5995000.0,2.0,95,448.0,5941.0,2,0,63105.26315789474,38489.02712049435,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
576,5995000.0,4.0,121,0.0,5268.0,2,2,49545.454545454544,47942.5126108359,82.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
577,5998000.0,4.0,113,0.0,3892.0,2,4,53079.64601769912,45168.993289991435,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
578,6250000.0,4.0,88,793.0,5867.0,2,0,71022.72727272728,42838.45450132696,83.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
579,8195000.0,5.0,154,0.0,7121.0,2,0,53214.28571428572,54134.22722099438,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
581,17500000.0,7.0,246,0.0,8452.0,0,1,71138.21138211382,53870.70703361049,120.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
582,2195000.0,2.0,56,0.0,2353.0,2,1,39196.42857142857,42838.45450132696,89.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
583,2295000.0,2.0,61,0.0,2012.0,0,0,37622.95081967213,45168.993289991435,85.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
584,2395000.0,2.0,56,0.0,2144.0,2,1,42767.857142857145,45168.993289991435,81.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
585,2495000.0,2.0,43,310.0,3419.0,0,0,58023.25581395349,45168.993289991435,46.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
586,2495000.0,2.0,61,0.0,3586.0,2,1,40901.639344262294,48328.87028909143,51.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
587,2750000.0,2.0,53,0.0,1921.0,0,2,51886.79245283019,48328.87028909143,132.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
588,2898000.0,4.0,75,0.0,4811.0,2,2,38640.0,42838.45450132696,71.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
590,4295000.0,3.0,80,0.0,2625.0,2,4,53687.5,47942.5126108359,137.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
591,4999000.0,3.0,114,0.0,4340.0,2,1,43850.87719298246,42838.45450132696,14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
594,5995000.0,5.0,121,522.0,3861.0,2,1,49545.454545454544,42838.45450132696,107.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
595,6250000.0,3.0,101,0.0,4373.0,2,2,61881.18811881188,45168.993289991435,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
596,8295000.0,6.0,161,87.94567417775326,6706.0,2,0,51521.739130434784,62545.234090390804,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
597,10500000.0,6.0,135,75.0,5684.0,2,0,77777.77777777778,53870.70703361049,139.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
598,16795000.0,7.0,200,87.94567417775328,9641.0,2,0,83975.0,53870.70703361049,86.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
599,2495000.0,2.0,64,0.0,2685.0,0,3,38984.375,60028.25967869269,49.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
602,4595000.0,4.0,116,0.0,3682.0,2,0,39612.06896551724,45168.993289991435,43.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
603,4699000.0,3.0,97,127.0,3420.0,2,0,48443.298969072166,42838.45450132696,85.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
604,4749000.0,4.0,127,0.0,4485.0,2,0,37393.700787401576,45168.993289991435,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
